city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Sidomulyo Kulon,-8.3512,112.7438,Indonesia,ID,Jawa Timur,minor,,
Tumpukrenteng,-8.1305,112.6945,Indonesia,ID,Jawa Timur,minor,,
Adirejo,-8.2120,112.6388,Indonesia,ID,Jawa Timur,minor,,
Kromengan,-8.1296,112.4911,Indonesia,ID,Jawa Timur,minor,,
Donorejo,-8.2808,112.7421,Indonesia,ID,Jawa Timur,minor,,
Pagedangan,-8.1593,112.7153,Indonesia,ID,Jawa Timur,minor,,
Krajan Dua Putukrejo,-8.2392,112.4590,Indonesia,ID,Jawa Timur,minor,,
Mboto,-8.0908,112.5687,Indonesia,ID,Jawa Timur,minor,,
Sempolkrajan,-8.2546,112.5025,Indonesia,ID,Jawa Timur,minor,,
Bureng,-8.1195,112.6168,Indonesia,ID,Jawa Timur,minor,,
Sumbermanjing Wetan,-8.2807,112.6896,Indonesia,ID,Jawa Timur,minor,,
Bokor,-8.0047,112.7415,Indonesia,ID,Jawa Timur,minor,,
Putat Lor,-8.1563,112.6435,Indonesia,ID,Jawa Timur,minor,,
Krajan,-8.1797,112.3731,Indonesia,ID,Jawa Timur,minor,,
Krajan,-8.2070,112.4651,Indonesia,ID,Jawa Timur,minor,,
Krajan,-8.0189,112.8190,Indonesia,ID,Jawa Timur,minor,,
Krajan,-8.0130,112.7696,Indonesia,ID,Jawa Timur,minor,,
Niwen,-8.0003,112.5955,Indonesia,ID,Jawa Timur,minor,,
Tirtoyudo,-8.2446,112.8160,Indonesia,ID,Jawa Timur,minor,,
Krandil,-8.1129,112.4929,Indonesia,ID,Jawa Timur,minor,,
Kidal,-8.0224,112.7085,Indonesia,ID,Jawa Timur,minor,,
Simpanganduwet,-8.0321,112.7975,Indonesia,ID,Jawa Timur,minor,,
Talang Suko,-8.1408,112.6868,Indonesia,ID,Jawa Timur,minor,,
Ganjaran,-8.1413,112.6148,Indonesia,ID,Jawa Timur,minor,,
Klepu Krajan,-8.2627,112.7330,Indonesia,ID,Jawa Timur,minor,,
Kedampul,-8.0097,112.8132,Indonesia,ID,Jawa Timur,minor,,
Plandi,-8.1101,112.5144,Indonesia,ID,Jawa Timur,minor,,
Krebet,-8.0944,112.6377,Indonesia,ID,Jawa Timur,minor,,
Tanggung,-8.1711,112.6775,Indonesia,ID,Jawa Timur,minor,,
Krajan Harjokuncaran,-8.2639,112.7035,Indonesia,ID,Jawa Timur,minor,,
Sananrejo,-8.1490,112.7176,Indonesia,ID,Jawa Timur,minor,,
Pamotan,-8.1996,112.7349,Indonesia,ID,Jawa Timur,minor,,
Gubugklakah Barat,-8.0232,112.8336,Indonesia,ID,Jawa Timur,minor,,
Ringinsari Krajan,-8.2773,112.6755,Indonesia,ID,Jawa Timur,minor,,
Gading,-8.1025,112.6352,Indonesia,ID,Jawa Timur,minor,,
Kasembon,-8.0878,112.6704,Indonesia,ID,Jawa Timur,minor,,
Krajan Satu,-8.2353,112.4337,Indonesia,ID,Jawa Timur,minor,,
Sumbermanggis,-8.2537,112.8380,Indonesia,ID,Jawa Timur,minor,,
Ringin Kembar,-8.2779,112.7275,Indonesia,ID,Jawa Timur,minor,,
Sanankerto,-8.1505,112.7459,Indonesia,ID,Jawa Timur,minor,,
Purwodadi Lor,-8.3536,112.8452,Indonesia,ID,Jawa Timur,minor,,
Kedok,-8.1489,112.6949,Indonesia,ID,Jawa Timur,minor,,
Sumbermanjing Kulon,-8.3013,112.4948,Indonesia,ID,Jawa Timur,minor,,
Rembun,-8.1937,112.7119,Indonesia,ID,Jawa Timur,minor,,
Sumberarum,-8.2671,112.7772,Indonesia,ID,Jawa Timur,minor,,
Gunungsari,-8.0456,112.6936,Indonesia,ID,Jawa Timur,minor,,
Wonokerso,-8.0765,112.6113,Indonesia,ID,Jawa Timur,minor,,
Brongkal,-8.1806,112.5938,Indonesia,ID,Jawa Timur,minor,,
Tumpang,-8.0061,112.7639,Indonesia,ID,Jawa Timur,minor,,
Kenongo,-8.0089,112.5393,Indonesia,ID,Jawa Timur,minor,,
Kertorejo,-8.1085,112.4717,Indonesia,ID,Jawa Timur,minor,,
Tegalsari,-8.1647,112.5764,Indonesia,ID,Jawa Timur,minor,,
Kranggan,-8.0803,112.5692,Indonesia,ID,Jawa Timur,minor,,
Bantur,-8.3140,112.5807,Indonesia,ID,Jawa Timur,minor,,
Selorok,-8.1438,112.5259,Indonesia,ID,Jawa Timur,minor,,
Jambangan,-8.1623,112.7382,Indonesia,ID,Jawa Timur,minor,,
Gongdanglegi Kulon,-8.1753,112.6359,Indonesia,ID,Jawa Timur,minor,,
Pringgodanikrajan,-8.2744,112.5613,Indonesia,ID,Jawa Timur,minor,,
Suwaru,-8.2122,112.6086,Indonesia,ID,Jawa Timur,minor,,
Ngadilangkung,-8.1058,112.5757,Indonesia,ID,Jawa Timur,minor,,
Jambuwerkrajan,-8.0934,112.4630,Indonesia,ID,Jawa Timur,minor,,
Mentaraman Satu,-8.3049,112.4246,Indonesia,ID,Jawa Timur,minor,,
Codo,-8.1286,112.7222,Indonesia,ID,Jawa Timur,minor,,
Poncokusumo,-8.0522,112.8099,Indonesia,ID,Jawa Timur,minor,,
Barisan,-8.1841,112.4251,Indonesia,ID,Jawa Timur,minor,,
Talangagung,-8.1254,112.5540,Indonesia,ID,Jawa Timur,minor,,
Kalitelo,-8.2572,112.4341,Indonesia,ID,Jawa Timur,minor,,
Tempursari Wetan,-8.0522,112.4885,Indonesia,ID,Jawa Timur,minor,,
Pagak,-8.2258,112.5276,Indonesia,ID,Jawa Timur,minor,,
Kemulan,-8.2223,112.6571,Indonesia,ID,Jawa Timur,minor,,
Jeru,-8.1615,112.6755,Indonesia,ID,Jawa Timur,minor,,
Cungkal,-8.2074,112.4866,Indonesia,ID,Jawa Timur,minor,,
Golek,-8.0639,112.6122,Indonesia,ID,Jawa Timur,minor,,
Bulupitukrajan,-8.1331,112.6023,Indonesia,ID,Jawa Timur,minor,,
Tamiajeng,-8.0074,112.7196,Indonesia,ID,Jawa Timur,minor,,
Panggungrejo,-8.1455,112.6009,Indonesia,ID,Jawa Timur,minor,,
Krajan Kedungsalam,-8.3251,112.4501,Indonesia,ID,Jawa Timur,minor,,
Balearjo,-8.1956,112.5748,Indonesia,ID,Jawa Timur,minor,,
Ardirejo,-8.1245,112.5734,Indonesia,ID,Jawa Timur,minor,,
Sekarbanyu,-8.2633,112.7525,Indonesia,ID,Jawa Timur,minor,,
Majang Tengah,-8.1971,112.7206,Indonesia,ID,Jawa Timur,minor,,
Wonorejo,-8.0453,112.7812,Indonesia,ID,Jawa Timur,minor,,
Wonorejo,-8.3178,112.5741,Indonesia,ID,Jawa Timur,minor,,
Krajan Kulon Purworejo,-8.2870,112.3952,Indonesia,ID,Jawa Timur,minor,,
Sumberbuncis,-8.2703,112.8825,Indonesia,ID,Jawa Timur,minor,,
Bangelan,-8.1019,112.4981,Indonesia,ID,Jawa Timur,minor,,
Tumpang Satu,-8.0064,112.7609,Indonesia,ID,Jawa Timur,minor,,
Sedayu,-8.1795,112.6875,Indonesia,ID,Jawa Timur,minor,,
Belung Satu,-8.0338,112.7692,Indonesia,ID,Jawa Timur,minor,,
Jenggolo Barat,-8.1711,112.5448,Indonesia,ID,Jawa Timur,minor,,
Boro Utara,-8.1019,112.6086,Indonesia,ID,Jawa Timur,minor,,
Penarukan,-8.1354,112.5791,Indonesia,ID,Jawa Timur,minor,,
Tutut,-8.0390,112.6429,Indonesia,ID,Jawa Timur,minor,,
Krajan Sidodadi,-8.3702,112.6580,Indonesia,ID,Jawa Timur,minor,,
Sumbersarikrajan,-8.2995,112.8410,Indonesia,ID,Jawa Timur,minor,,
Krajan Srigonco,-8.3418,112.5618,Indonesia,ID,Jawa Timur,minor,,
Ngantru,-8.1178,112.5677,Indonesia,ID,Jawa Timur,minor,,
Segaran,-8.2420,112.6307,Indonesia,ID,Jawa Timur,minor,,
Sidoaji,-8.0874,112.6326,Indonesia,ID,Jawa Timur,minor,,
Banturkrajan,-8.3068,112.5763,Indonesia,ID,Jawa Timur,minor,,
Ngebruk,-8.1504,112.5165,Indonesia,ID,Jawa Timur,minor,,
Ngebruk,-8.0467,112.7367,Indonesia,ID,Jawa Timur,minor,,
Krajan Rejosari,-8.2745,112.5987,Indonesia,ID,Jawa Timur,minor,,
Argomulyo,-8.0498,112.7054,Indonesia,ID,Jawa Timur,minor,,
Palaan,-8.1049,112.5478,Indonesia,ID,Jawa Timur,minor,,
Putat Kidul,-8.1743,112.6445,Indonesia,ID,Jawa Timur,minor,,
Talok,-8.1867,112.7011,Indonesia,ID,Jawa Timur,minor,,
Tangkilsari,-8.0601,112.6529,Indonesia,ID,Jawa Timur,minor,,
Maguan,-8.0712,112.5370,Indonesia,ID,Jawa Timur,minor,,
Tawangrejeni,-8.2226,112.6876,Indonesia,ID,Jawa Timur,minor,,
Ngrejo,-8.1014,112.5036,Indonesia,ID,Jawa Timur,minor,,
Dampit,-8.2116,112.7493,Indonesia,ID,Jawa Timur,minor,,
Pagelaran,-8.1975,112.6203,Indonesia,ID,Jawa Timur,minor,,
Dadapan,-8.2059,112.4943,Indonesia,ID,Jawa Timur,minor,,
Blobo,-8.1153,112.5970,Indonesia,ID,Jawa Timur,minor,,
Mangunrejo,-8.1552,112.5562,Indonesia,ID,Jawa Timur,minor,,
Banjarejo,-8.3161,112.4829,Indonesia,ID,Jawa Timur,minor,,
Watudakon,-8.0453,112.6276,Indonesia,ID,Jawa Timur,minor,,
Bendo,-8.0723,112.5926,Indonesia,ID,Jawa Timur,minor,,
Wajak,-8.1020,112.7312,Indonesia,ID,Jawa Timur,minor,,
Donomulyo,-8.2867,112.4270,Indonesia,ID,Jawa Timur,minor,,
Napel,-8.1088,112.7100,Indonesia,ID,Jawa Timur,minor,,
Pojok,-8.1774,112.7207,Indonesia,ID,Jawa Timur,minor,,
Keden,-8.0347,112.7419,Indonesia,ID,Jawa Timur,minor,,
Pringu,-8.0951,112.6843,Indonesia,ID,Jawa Timur,minor,,
Sidomulyo,-8.0636,112.6429,Indonesia,ID,Jawa Timur,minor,,
Tlogosari,-8.2810,112.4733,Indonesia,ID,Jawa Timur,minor,,
Gedangan,-8.0112,112.5849,Indonesia,ID,Jawa Timur,minor,,
Gedangan,-8.2949,112.6517,Indonesia,ID,Jawa Timur,minor,,
Krapyak Kidul,-8.0940,112.6468,Indonesia,ID,Jawa Timur,minor,,
Karanganyar,-8.0658,112.7568,Indonesia,ID,Jawa Timur,minor,,
Wates,-8.0413,112.7677,Indonesia,ID,Jawa Timur,minor,,
Sawur Tengah,-8.3015,112.7819,Indonesia,ID,Jawa Timur,minor,,
Kesamben,-8.0637,112.5669,Indonesia,ID,Jawa Timur,minor,,
Ngasem,-8.0955,112.5588,Indonesia,ID,Jawa Timur,minor,,
Wagir,-8.0132,112.5942,Indonesia,ID,Jawa Timur,minor,,
Glanggang,-8.0820,112.5991,Indonesia,ID,Jawa Timur,minor,,
Gondanglegi Wetan,-8.1797,112.6408,Indonesia,ID,Jawa Timur,minor,,
Tambaksari,-8.0545,112.5899,Indonesia,ID,Jawa Timur,minor,,
Kademangan,-8.2144,112.5989,Indonesia,ID,Jawa Timur,minor,,
Sumuran,-8.2103,112.5542,Indonesia,ID,Jawa Timur,minor,,
Pagergunung,-8.1399,112.7494,Indonesia,ID,Jawa Timur,minor,,
Sekarsari,-8.0366,112.6542,Indonesia,ID,Jawa Timur,minor,,
Pujiharjo,-8.3676,112.8828,Indonesia,ID,Jawa Timur,minor,,
Glagahdowo,-8.0180,112.7355,Indonesia,ID,Jawa Timur,minor,,
Kanigorokrajan,-8.1854,112.5788,Indonesia,ID,Jawa Timur,minor,,
Wadung,-8.0454,112.5923,Indonesia,ID,Jawa Timur,minor,,
Tajinan,-8.0497,112.6824,Indonesia,ID,Jawa Timur,minor,,
Kopral,-8.1819,112.4548,Indonesia,ID,Jawa Timur,minor,,
Sumbersuko,-8.0438,112.6675,Indonesia,ID,Jawa Timur,minor,,
Urek-urek,-8.1415,112.6641,Indonesia,ID,Jawa Timur,minor,,
Argotirto Krajan,-8.2885,112.6884,Indonesia,ID,Jawa Timur,minor,,
Sawahan,-8.2125,112.6670,Indonesia,ID,Jawa Timur,minor,,
Kalipare,-8.2066,112.4663,Indonesia,ID,Jawa Timur,minor,,
Jatikerto,-8.1369,112.5381,Indonesia,ID,Jawa Timur,minor,,
Krajan Sumberbening,-8.3334,112.5422,Indonesia,ID,Jawa Timur,minor,,
Sengguruhkrajan,-8.1729,112.5497,Indonesia,ID,Jawa Timur,minor,,
Kidangbang,-8.0954,112.7048,Indonesia,ID,Jawa Timur,minor,,
Kambingan,-8.0120,112.7103,Indonesia,ID,Jawa Timur,minor,,
Sukoanyar,-8.0979,112.7161,Indonesia,ID,Jawa Timur,minor,,
Krajan Tambakrejo,-8.4028,112.7145,Indonesia,ID,Jawa Timur,minor,,
Sudimoro,-8.1237,112.6731,Indonesia,ID,Jawa Timur,minor,,
Tulungrejo,-8.3317,112.4940,Indonesia,ID,Jawa Timur,minor,,
Bakalan,-8.1096,112.6596,Indonesia,ID,Jawa Timur,minor,,
Senggreng,-8.1623,112.5160,Indonesia,ID,Jawa Timur,minor,,
Undaan,-8.1956,112.6778,Indonesia,ID,Jawa Timur,minor,,
Permanu,-8.0637,112.5785,Indonesia,ID,Jawa Timur,minor,,
Tumpangrejo,-8.0665,112.5151,Indonesia,ID,Jawa Timur,minor,,
Pajaran,-8.0351,112.7174,Indonesia,ID,Jawa Timur,minor,,
Kepanjen,-8.1303,112.5727,Indonesia,ID,Jawa Timur,minor,,
Balesari,-8.0329,112.5234,Indonesia,ID,Jawa Timur,minor,,
Banjarejokrajan,-8.1822,112.6248,Indonesia,ID,Jawa Timur,minor,,
Kasri,-8.1091,112.6774,Indonesia,ID,Jawa Timur,minor,,
Cimenga,-7.0844,108.4024,Indonesia,ID,Jawa Barat,minor,,
Raas,-7.1247,113.6005,Indonesia,ID,Jawa Timur,minor,,
Sumberingin,-8.0428,112.4650,Indonesia,ID,Jawa Timur,minor,,
Jemblem,-6.7497,111.2395,Indonesia,ID,Jawa Tengah,minor,,
Maguan,-6.7419,111.2383,Indonesia,ID,Jawa Tengah,minor,,
Subang,-6.5700,107.7567,Indonesia,ID,Jawa Barat,minor,,
Tempurejo,-8.2994,113.6793,Indonesia,ID,Jawa Timur,minor,,
Krajan Timur Suger Kidul,-8.0526,113.7809,Indonesia,ID,Jawa Timur,minor,,
Penitik,-8.3252,113.5035,Indonesia,ID,Jawa Timur,minor,,
Ledokombo,-8.1346,113.8752,Indonesia,ID,Jawa Timur,minor,,
Grugul,-8.1007,113.7899,Indonesia,ID,Jawa Timur,minor,,
Rowosari,-8.0740,113.9270,Indonesia,ID,Jawa Timur,minor,,
Sukmoilang,-8.2631,113.8575,Indonesia,ID,Jawa Timur,minor,,
Krajan Lor Balung Kulon,-8.2897,113.5293,Indonesia,ID,Jawa Timur,minor,,
Bangsalsari,-8.2029,113.5346,Indonesia,ID,Jawa Timur,minor,,
Rowotamtu,-8.2315,113.5808,Indonesia,ID,Jawa Timur,minor,,
Krajan Timur Mlokorejo,-8.3081,113.4586,Indonesia,ID,Jawa Timur,minor,,
Baratan,-8.1348,113.7304,Indonesia,ID,Jawa Timur,minor,,
Kepatihan,-8.1746,113.7025,Indonesia,ID,Jawa Timur,minor,,
Jatisari,-8.3183,113.6352,Indonesia,ID,Jawa Timur,minor,,
Jetis,-8.2010,113.5648,Indonesia,ID,Jawa Timur,minor,,
Krajan Puger Wetan,-8.3728,113.4791,Indonesia,ID,Jawa Timur,minor,,
Kebonsari,-8.2641,113.4477,Indonesia,ID,Jawa Timur,minor,,
Ngampelrejo,-8.2193,113.3766,Indonesia,ID,Jawa Timur,minor,,
Rambipuji,-8.2090,113.6092,Indonesia,ID,Jawa Timur,minor,,
Lojejerkrajan,-8.3653,113.4956,Indonesia,ID,Jawa Timur,minor,,
Sukosari,-8.0838,113.8413,Indonesia,ID,Jawa Timur,minor,,
Krajan Sumberdanti,-8.0521,113.8630,Indonesia,ID,Jawa Timur,minor,,
Sumbersari Wetan,-8.1740,113.7183,Indonesia,ID,Jawa Timur,minor,,
Langkap,-8.2028,113.5560,Indonesia,ID,Jawa Timur,minor,,
Jelbuk,-8.0839,113.7592,Indonesia,ID,Jawa Timur,minor,,
Darungan,-8.1576,113.4903,Indonesia,ID,Jawa Timur,minor,,
Darungan,-8.2987,113.5076,Indonesia,ID,Jawa Timur,minor,,
Sumberkejayan,-8.1769,113.8337,Indonesia,ID,Jawa Timur,minor,,
Sumberdangdang,-8.1839,113.7036,Indonesia,ID,Jawa Timur,minor,,
Duklengkong,-8.0753,113.7986,Indonesia,ID,Jawa Timur,minor,,
Ampeldentokrajan,-8.3080,113.4337,Indonesia,ID,Jawa Timur,minor,,
Sambiringkik,-8.3558,113.5376,Indonesia,ID,Jawa Timur,minor,,
Sukowiryo,-8.0818,113.7754,Indonesia,ID,Jawa Timur,minor,,
Krajan Suco,-8.2672,113.7496,Indonesia,ID,Jawa Timur,minor,,
Jalinan,-8.2542,113.8191,Indonesia,ID,Jawa Timur,minor,,
Kesilirkrajan,-8.3436,113.5825,Indonesia,ID,Jawa Timur,minor,,
Wringintelu,-8.2875,113.4777,Indonesia,ID,Jawa Timur,minor,,
Sumberpinang Satu,-8.1732,113.8181,Indonesia,ID,Jawa Timur,minor,,
Krebetkrajan,-8.2967,113.3967,Indonesia,ID,Jawa Timur,minor,,
Kesambilerenkrajan,-8.2794,113.4073,Indonesia,ID,Jawa Timur,minor,,
Rejoagung,-8.2017,113.4171,Indonesia,ID,Jawa Timur,minor,,
Tamansari,-8.2810,113.7232,Indonesia,ID,Jawa Timur,minor,,
Glundengankrajan,-8.2810,113.5567,Indonesia,ID,Jawa Timur,minor,,
Curahlele Wetan,-8.2452,113.5464,Indonesia,ID,Jawa Timur,minor,,
Gludug,-8.1394,113.5974,Indonesia,ID,Jawa Timur,minor,,
Sukojember,-8.0590,113.7698,Indonesia,ID,Jawa Timur,minor,,
Garahan,-8.2117,113.8924,Indonesia,ID,Jawa Timur,minor,,
Jubung,-8.1968,113.6374,Indonesia,ID,Jawa Timur,minor,,
Pringgowirawan,-8.1233,113.4129,Indonesia,ID,Jawa Timur,minor,,
Jambearum,-8.0493,113.9239,Indonesia,ID,Jawa Timur,minor,,
Wonojati,-8.2754,113.6537,Indonesia,ID,Jawa Timur,minor,,
Sukowono,-8.0576,113.8342,Indonesia,ID,Jawa Timur,minor,,
Sumberagung,-8.2409,113.7559,Indonesia,ID,Jawa Timur,minor,,
Krajan,-8.1586,113.7055,Indonesia,ID,Jawa Timur,minor,,
Krajan,-8.1857,113.6648,Indonesia,ID,Jawa Timur,minor,,
Krajan,-8.1298,113.7416,Indonesia,ID,Jawa Timur,minor,,
Plalangan,-8.1359,113.7104,Indonesia,ID,Jawa Timur,minor,,
Klayu Wetan,-8.1844,113.8014,Indonesia,ID,Jawa Timur,minor,,
Sumberkalong,-8.0846,113.7914,Indonesia,ID,Jawa Timur,minor,,
Krajan Barat Jelbuk,-8.0873,113.7592,Indonesia,ID,Jawa Timur,minor,,
Gelang,-8.0900,113.4075,Indonesia,ID,Jawa Timur,minor,,
Klole,-8.0839,113.8238,Indonesia,ID,Jawa Timur,minor,,
Bedadung Kulon,-8.2198,113.6075,Indonesia,ID,Jawa Timur,minor,,
Serut,-8.1523,113.6379,Indonesia,ID,Jawa Timur,minor,,
Tegalgede Kulon,-8.1545,113.7225,Indonesia,ID,Jawa Timur,minor,,
Sruni,-8.2983,113.6369,Indonesia,ID,Jawa Timur,minor,,
Krajan Satu,-8.1396,113.8330,Indonesia,ID,Jawa Timur,minor,,
Wuluhan,-8.3376,113.5503,Indonesia,ID,Jawa Timur,minor,,
Karangduren Dua,-8.2717,113.4939,Indonesia,ID,Jawa Timur,minor,,
Durenan,-8.2441,113.6536,Indonesia,ID,Jawa Timur,minor,,
Tanggul,-8.1645,113.4525,Indonesia,ID,Jawa Timur,minor,,
Sukoreno,-8.2477,113.4003,Indonesia,ID,Jawa Timur,minor,,
Panti,-8.1677,113.6259,Indonesia,ID,Jawa Timur,minor,,
Sidodadi,-8.3645,113.6558,Indonesia,ID,Jawa Timur,minor,,
Gunungmalang Satu,-8.0966,113.9015,Indonesia,ID,Jawa Timur,minor,,
Plereyan,-8.0484,113.8715,Indonesia,ID,Jawa Timur,minor,,
Rowotengu,-8.1695,113.4259,Indonesia,ID,Jawa Timur,minor,,
Kauman,-8.3722,113.4759,Indonesia,ID,Jawa Timur,minor,,
Kloncing,-8.1848,113.7270,Indonesia,ID,Jawa Timur,minor,,
Sumberejo,-8.3424,113.6816,Indonesia,ID,Jawa Timur,minor,,
Sumberejo,-8.3970,113.5920,Indonesia,ID,Jawa Timur,minor,,
Sumberbulus Dua,-8.1415,113.8972,Indonesia,ID,Jawa Timur,minor,,
Krajan Ledokombo,-8.1200,113.8614,Indonesia,ID,Jawa Timur,minor,,
Pakusari,-8.1798,113.7766,Indonesia,ID,Jawa Timur,minor,,
Kebonsari Kidul,-8.2766,113.4518,Indonesia,ID,Jawa Timur,minor,,
Jambesari,-8.0161,113.3840,Indonesia,ID,Jawa Timur,minor,,
Gunungsari,-8.2622,113.5656,Indonesia,ID,Jawa Timur,minor,,
Karangsumber,-8.0843,113.8758,Indonesia,ID,Jawa Timur,minor,,
Ragang,-8.0505,113.8295,Indonesia,ID,Jawa Timur,minor,,
Curahtakir,-8.3586,113.7522,Indonesia,ID,Jawa Timur,minor,,
Seputih,-8.2019,113.7841,Indonesia,ID,Jawa Timur,minor,,
Badean,-8.1445,113.5947,Indonesia,ID,Jawa Timur,minor,,
Gadingrejo,-8.2355,113.4346,Indonesia,ID,Jawa Timur,minor,,
Kramat,-8.1311,113.4499,Indonesia,ID,Jawa Timur,minor,,
Pontang Tengah,-8.3464,113.6376,Indonesia,ID,Jawa Timur,minor,,
Kasiyan,-8.3146,113.4690,Indonesia,ID,Jawa Timur,minor,,
Kaliwates,-8.1821,113.6712,Indonesia,ID,Jawa Timur,minor,,
Sumber Tengah,-8.2596,113.7246,Indonesia,ID,Jawa Timur,minor,,
Silodakon,-8.1675,113.5024,Indonesia,ID,Jawa Timur,minor,,
Karangpeton,-8.1246,113.7813,Indonesia,ID,Jawa Timur,minor,,
Gambiran Wetan,-8.1553,113.8086,Indonesia,ID,Jawa Timur,minor,,
Andongrejo,-8.4068,113.7406,Indonesia,ID,Jawa Timur,minor,,
Sumberbaru,-8.1177,113.3887,Indonesia,ID,Jawa Timur,minor,,
Dawuhanmangli,-8.0513,113.8439,Indonesia,ID,Jawa Timur,minor,,
Telengsari,-8.1814,113.6917,Indonesia,ID,Jawa Timur,minor,,
Puger,-8.3702,113.4752,Indonesia,ID,Jawa Timur,minor,,
Semboropasar,-8.2105,113.4451,Indonesia,ID,Jawa Timur,minor,,
Sumbersalak,-8.1579,113.8835,Indonesia,ID,Jawa Timur,minor,,
Biting,-8.0730,113.8575,Indonesia,ID,Jawa Timur,minor,,
Biting,-8.1184,113.7617,Indonesia,ID,Jawa Timur,minor,,
Gumawang,-8.2398,113.5693,Indonesia,ID,Jawa Timur,minor,,
Puring Kulon,-8.1492,113.6903,Indonesia,ID,Jawa Timur,minor,,
Kedungsumurkrajan,-8.2867,113.4874,Indonesia,ID,Jawa Timur,minor,,
Petung,-8.2068,113.5822,Indonesia,ID,Jawa Timur,minor,,
Krajan Wetan Tanjungrejo,-8.3439,113.5678,Indonesia,ID,Jawa Timur,minor,,
Kebonwaru Satu,-8.1532,113.6721,Indonesia,ID,Jawa Timur,minor,,
Patrang,-8.1446,113.7196,Indonesia,ID,Jawa Timur,minor,,
Sumberketangi,-8.1868,113.7381,Indonesia,ID,Jawa Timur,minor,,
Klatakan,-8.1886,113.4889,Indonesia,ID,Jawa Timur,minor,,
Slateng Dua,-8.1120,113.8917,Indonesia,ID,Jawa Timur,minor,,
Pecoro,-8.2089,113.5911,Indonesia,ID,Jawa Timur,minor,,
Gugut,-8.1838,113.6121,Indonesia,ID,Jawa Timur,minor,,
Krajan Dua Patempuran,-8.1081,113.7993,Indonesia,ID,Jawa Timur,minor,,
Kebonan,-8.3122,113.4079,Indonesia,ID,Jawa Timur,minor,,
Umbulsari,-8.2595,113.4445,Indonesia,ID,Jawa Timur,minor,,
Paleran,-8.2244,113.4950,Indonesia,ID,Jawa Timur,minor,,
Karangsadang,-8.1432,113.7801,Indonesia,ID,Jawa Timur,minor,,
Krajan C Wonorejo,-8.2901,113.3862,Indonesia,ID,Jawa Timur,minor,,
Ajung,-8.1335,113.8207,Indonesia,ID,Jawa Timur,minor,,
Ajung,-8.2059,113.6560,Indonesia,ID,Jawa Timur,minor,,
Mojosarikrajan,-8.3553,113.4466,Indonesia,ID,Jawa Timur,minor,,
Sumberjati,-8.1873,113.8799,Indonesia,ID,Jawa Timur,minor,,
Tanggul Wetan,-8.1716,113.4709,Indonesia,ID,Jawa Timur,minor,,
Krajan A Wonorejo,-8.2864,113.3819,Indonesia,ID,Jawa Timur,minor,,
Kemuningsari,-8.1741,113.6031,Indonesia,ID,Jawa Timur,minor,,
Lohong,-8.2714,113.5055,Indonesia,ID,Jawa Timur,minor,,
Klanceng,-8.1023,113.7512,Indonesia,ID,Jawa Timur,minor,,
Mayang,-8.1762,113.7958,Indonesia,ID,Jawa Timur,minor,,
Munengkrajan,-8.3365,113.3842,Indonesia,ID,Jawa Timur,minor,,
Sumberketempah,-8.1168,113.8273,Indonesia,ID,Jawa Timur,minor,,
Sidomukti,-8.2051,113.8279,Indonesia,ID,Jawa Timur,minor,,
Semboro Lor,-8.1901,113.4445,Indonesia,ID,Jawa Timur,minor,,
Arjasa,-8.1210,113.7469,Indonesia,ID,Jawa Timur,minor,,
Peji Satu,-8.2638,113.7063,Indonesia,ID,Jawa Timur,minor,,
Tutul,-8.2836,113.5196,Indonesia,ID,Jawa Timur,minor,,
Tlogowetan,-8.1465,113.7550,Indonesia,ID,Jawa Timur,minor,,
Rejosarikrajan,-8.2796,113.4288,Indonesia,ID,Jawa Timur,minor,,
Baban Tengah,-8.3357,113.8510,Indonesia,ID,Jawa Timur,minor,,
Glagahwero,-8.1770,113.6188,Indonesia,ID,Jawa Timur,minor,,
Wringinagung,-8.2076,113.3915,Indonesia,ID,Jawa Timur,minor,,
Sidomekar,-8.2111,113.4610,Indonesia,ID,Jawa Timur,minor,,
Sukorejo,-8.0827,113.8269,Indonesia,ID,Jawa Timur,minor,,
Sukorejo,-8.2227,113.5291,Indonesia,ID,Jawa Timur,minor,,
Kraton,-8.3849,113.6773,Indonesia,ID,Jawa Timur,minor,,
Kraton,-8.2997,113.3489,Indonesia,ID,Jawa Timur,minor,,
Jumerto,-8.1379,113.6881,Indonesia,ID,Jawa Timur,minor,,
Krajan Kertonegoro,-8.3082,113.6154,Indonesia,ID,Jawa Timur,minor,,
Klompangan,-8.2340,113.6538,Indonesia,ID,Jawa Timur,minor,,
Sumberan,-8.3426,113.6060,Indonesia,ID,Jawa Timur,minor,,
Karangsono,-8.2270,113.5204,Indonesia,ID,Jawa Timur,minor,,
Bonsari,-8.3729,113.6036,Indonesia,ID,Jawa Timur,minor,,
Langsepan,-8.2079,113.7254,Indonesia,ID,Jawa Timur,minor,,
Sumberjambe,-8.0699,113.9002,Indonesia,ID,Jawa Timur,minor,,
Muktisari,-8.2066,113.6966,Indonesia,ID,Jawa Timur,minor,,
Sidomulyo,-8.2247,113.9278,Indonesia,ID,Jawa Timur,minor,,
Sidomulyo,-8.3105,113.3317,Indonesia,ID,Jawa Timur,minor,,
Menampukrajan,-8.3307,113.4145,Indonesia,ID,Jawa Timur,minor,,
