city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Baranti,-3.8398,119.7838,Indonesia,ID,Sulawesi Selatan,minor,,
Amparita,-3.9937,119.8122,Indonesia,ID,Sulawesi Selatan,minor,,
Rappang,-3.8445,119.8173,Indonesia,ID,Sulawesi Selatan,minor,,
Wekmurak,-9.5622,124.7199,Indonesia,ID,Nusa Tenggara Timur,minor,,
Barru,-4.4120,119.6180,Indonesia,ID,Sulawesi Selatan,minor,,
Barus,2.0106,98.3982,Indonesia,ID,Sumatera Utara,minor,,
Siwa,-3.6999,120.4156,Indonesia,ID,Sulawesi Selatan,minor,,
Lato,-8.3677,122.7584,Indonesia,ID,Nusa Tenggara Timur,minor,,
Tanuwore,-8.2798,123.1993,Indonesia,ID,Nusa Tenggara Timur,minor,,
Watowiti,-8.2764,123.0005,Indonesia,ID,Nusa Tenggara Timur,minor,,
Riangwerang,-8.3427,123.2029,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wuaona,-8.3042,123.2348,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wainira,-8.2997,123.1951,Indonesia,ID,Nusa Tenggara Timur,minor,,
Waibereno,-8.3060,123.1422,Indonesia,ID,Nusa Tenggara Timur,minor,,
Era,-8.3263,123.1107,Indonesia,ID,Nusa Tenggara Timur,minor,,
Blaloudeng,-8.3992,122.7892,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamika,-8.4163,122.8417,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewoluo,-8.3169,122.7907,Indonesia,ID,Nusa Tenggara Timur,minor,,
Watoone,-8.3022,123.2635,Indonesia,ID,Nusa Tenggara Timur,minor,,
Eputobi,-8.4090,122.8324,Indonesia,ID,Nusa Tenggara Timur,minor,,
Waiwadan,-8.2763,123.0928,Indonesia,ID,Nusa Tenggara Timur,minor,,
Mulawato,-8.3257,123.1505,Indonesia,ID,Nusa Tenggara Timur,minor,,
Bedalewun,-8.1904,122.8251,Indonesia,ID,Nusa Tenggara Timur,minor,,
Turubeang,-8.1361,122.7890,Indonesia,ID,Nusa Tenggara Timur,minor,,
Auona,-8.2872,123.2594,Indonesia,ID,Nusa Tenggara Timur,minor,,
Leter,-8.3211,123.1202,Indonesia,ID,Nusa Tenggara Timur,minor,,
Haridimun,-8.4923,123.0015,Indonesia,ID,Nusa Tenggara Timur,minor,,
Mewet,-8.3997,123.0981,Indonesia,ID,Nusa Tenggara Timur,minor,,
Larantuka,-8.3468,122.9771,Indonesia,ID,Nusa Tenggara Timur,minor,,
Tanahedang,-8.5534,122.9028,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kanariblolong,-8.2893,123.0685,Indonesia,ID,Nusa Tenggara Timur,minor,,
Sagu,-8.2428,123.2137,Indonesia,ID,Nusa Tenggara Timur,minor,,
Watotenga,-8.2874,122.9470,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kokang,-8.6158,122.6847,Indonesia,ID,Nusa Tenggara Timur,minor,,
Witihama,-8.2996,123.2627,Indonesia,ID,Nusa Tenggara Timur,minor,,
Leworook,-8.3870,122.8276,Indonesia,ID,Nusa Tenggara Timur,minor,,
Ongabelen,-8.3346,123.2015,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewoblolong,-8.3151,123.2788,Indonesia,ID,Nusa Tenggara Timur,minor,,
Riangpedang,-8.2904,122.8797,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lohayong,-8.4345,123.0688,Indonesia,ID,Nusa Tenggara Timur,minor,,
Riangpao,-8.3308,123.1517,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewograran,-8.4760,123.0303,Indonesia,ID,Nusa Tenggara Timur,minor,,
Ritaebang Satu,-8.5274,122.8851,Indonesia,ID,Nusa Tenggara Timur,minor,,
Buri,-8.3907,122.8135,Indonesia,ID,Nusa Tenggara Timur,minor,,
Palue,-8.4691,122.7070,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kawaliwu,-8.2722,122.8962,Indonesia,ID,Nusa Tenggara Timur,minor,,
Watoona,-8.4793,123.0902,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kuyalewun,-8.3763,123.2407,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewoduli,-8.3539,123.2260,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewokluok,-8.3949,122.8511,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewolaga,-8.4196,122.8094,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewohokeng,-8.5856,122.8906,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamagohang,-8.4800,123.0162,Indonesia,ID,Nusa Tenggara Timur,minor,,
Riangkroko,-8.1544,122.7890,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamawolo,-8.3859,123.2496,Indonesia,ID,Nusa Tenggara Timur,minor,,
Waibalun,-8.3453,122.9542,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lowotukan,-8.2930,123.1963,Indonesia,ID,Nusa Tenggara Timur,minor,,
Basira Satu,-8.0785,122.8514,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wolo,-8.4045,122.8539,Indonesia,ID,Nusa Tenggara Timur,minor,,
Riangwale,-8.3841,123.2415,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kampungsusah,-8.3052,123.2370,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nobo,-8.4851,122.7896,Indonesia,ID,Nusa Tenggara Timur,minor,,
Ladoang,-8.2957,123.2087,Indonesia,ID,Nusa Tenggara Timur,minor,,
Riangblolong,-8.3140,123.2520,Indonesia,ID,Nusa Tenggara Timur,minor,,
Terong,-8.3911,123.1404,Indonesia,ID,Nusa Tenggara Timur,minor,,
Koten,-8.0989,122.8333,Indonesia,ID,Nusa Tenggara Timur,minor,,
Ebak,-8.1697,122.8508,Indonesia,ID,Nusa Tenggara Timur,minor,,
Riangkaha,-8.5469,122.8418,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kotablolong,-8.2994,123.2655,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewonara,-8.3566,123.1719,Indonesia,ID,Nusa Tenggara Timur,minor,,
Baniona,-8.4000,123.0848,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewotobi,-8.5760,122.8360,Indonesia,ID,Nusa Tenggara Timur,minor,,
Ongalereng,-8.4447,123.0085,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wayangona,-8.3548,123.0695,Indonesia,ID,Nusa Tenggara Timur,minor,,
Menanga,-8.4360,123.0868,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewoloba,-8.3240,122.9306,Indonesia,ID,Nusa Tenggara Timur,minor,,
Ekasapta,-8.3311,122.9988,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kalelu,-8.5418,122.9373,Indonesia,ID,Nusa Tenggara Timur,minor,,
Boleng,-8.3831,123.2954,Indonesia,ID,Nusa Tenggara Timur,minor,,
Bayuwan,-8.3207,123.1414,Indonesia,ID,Nusa Tenggara Timur,minor,,
Narawayong,-8.2909,123.2391,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamawai,-8.4699,123.1074,Indonesia,ID,Nusa Tenggara Timur,minor,,
Woto,-8.3871,123.0130,Indonesia,ID,Nusa Tenggara Timur,minor,,
Ritaebang,-8.5308,122.8836,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamakera Dua,-8.4332,123.1632,Indonesia,ID,Nusa Tenggara Timur,minor,,
Duang,-8.5577,122.7275,Indonesia,ID,Nusa Tenggara Timur,minor,,
Horowura,-8.3155,123.2201,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamawalang,-8.3330,122.9330,Indonesia,ID,Nusa Tenggara Timur,minor,,
Boru,-8.5252,122.7108,Indonesia,ID,Nusa Tenggara Timur,minor,,
Laka,-8.1603,122.9700,Indonesia,ID,Nusa Tenggara Timur,minor,,
Sukutukang,-8.5034,122.7139,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamaluwo,-8.3435,123.1542,Indonesia,ID,Nusa Tenggara Timur,minor,,
Pledo,-8.2968,123.2638,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lahayong,-8.3420,122.9845,Indonesia,ID,Nusa Tenggara Timur,minor,,
Raganama,-8.3368,122.9080,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewolen,-8.3474,123.2104,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wulublolong,-8.4391,123.0420,Indonesia,ID,Nusa Tenggara Timur,minor,,
Postoh,-8.3386,122.9895,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kolibali,-8.2887,123.2492,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nihaona,-8.3736,123.2384,Indonesia,ID,Nusa Tenggara Timur,minor,,
Amagarapati,-8.3348,122.9927,Indonesia,ID,Nusa Tenggara Timur,minor,,
Waimana Satu,-8.2502,122.9797,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kanada,-8.4300,122.7683,Indonesia,ID,Nusa Tenggara Timur,minor,,
Waitenepang,-8.2713,123.1109,Indonesia,ID,Nusa Tenggara Timur,minor,,
Belogili,-8.2095,122.9230,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewobelek,-8.3104,123.2290,Indonesia,ID,Nusa Tenggara Timur,minor,,
Loga,-8.2869,123.2571,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kereta,-8.2888,123.2232,Indonesia,ID,Nusa Tenggara Timur,minor,,
Riangkoli,-8.1884,122.9301,Indonesia,ID,Nusa Tenggara Timur,minor,,
Klukeng,-8.3965,123.0856,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewokemie,-8.2830,123.2749,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamahala,-8.3895,123.1510,Indonesia,ID,Nusa Tenggara Timur,minor,,
Watodei,-8.3381,123.0980,Indonesia,ID,Nusa Tenggara Timur,minor,,
Watubuku,-8.6050,122.7430,Indonesia,ID,Nusa Tenggara Timur,minor,,
Senadan,-8.3855,123.2579,Indonesia,ID,Nusa Tenggara Timur,minor,,
Pantaibesar,-8.3492,122.9685,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wotan,-8.3849,123.1634,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewopao,-8.3823,123.2664,Indonesia,ID,Nusa Tenggara Timur,minor,,
Balela,-8.3453,122.9803,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wureh,-8.3060,123.0421,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewohala,-8.2834,122.9540,Indonesia,ID,Nusa Tenggara Timur,minor,,
Gayak,-8.3772,123.2956,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wewit,-8.3018,123.1571,Indonesia,ID,Nusa Tenggara Timur,minor,,
Tabali,-8.3179,123.0142,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamalewo,-8.4498,122.9628,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamakera Satu,-8.4358,123.1646,Indonesia,ID,Nusa Tenggara Timur,minor,,
Sulengwaseng,-8.5069,122.9757,Indonesia,ID,Nusa Tenggara Timur,minor,,
Bama,-8.3761,122.8808,Indonesia,ID,Nusa Tenggara Timur,minor,,
Papilawe,-8.3153,123.1609,Indonesia,ID,Nusa Tenggara Timur,minor,,
Tanahpukang,-8.3162,123.1499,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wailebe,-8.3695,123.0005,Indonesia,ID,Nusa Tenggara Timur,minor,,
Waiwukak,-8.4071,123.0649,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lemboleng,-8.4878,123.0756,Indonesia,ID,Nusa Tenggara Timur,minor,,
Gerong,-8.4091,122.7873,Indonesia,ID,Nusa Tenggara Timur,minor,,
Basarani,-8.3985,123.0463,Indonesia,ID,Nusa Tenggara Timur,minor,,
Riangbaring,-8.6076,122.7794,Indonesia,ID,Nusa Tenggara Timur,minor,,
Daniwato,-8.4883,122.9516,Indonesia,ID,Nusa Tenggara Timur,minor,,
Karawatung,-8.4516,123.0170,Indonesia,ID,Nusa Tenggara Timur,minor,,
Pukaona B,-8.3711,123.2792,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lebao,-8.3234,123.0063,Indonesia,ID,Nusa Tenggara Timur,minor,,
Hinga,-8.3085,123.2288,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamatou,-8.2873,122.9267,Indonesia,ID,Nusa Tenggara Timur,minor,,
Waipapan Satu,-8.3879,123.1694,Indonesia,ID,Nusa Tenggara Timur,minor,,
Rianglaka,-8.4714,122.9549,Indonesia,ID,Nusa Tenggara Timur,minor,,
Riangpuho,-8.1974,122.8052,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kotakaya Dua,-8.2408,123.1386,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lokea,-8.3410,122.9864,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewotukan,-8.3198,123.2298,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wakapuken,-8.3426,123.2055,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nurabelen,-8.5171,122.8259,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wailolong,-8.3159,122.9265,Indonesia,ID,Nusa Tenggara Timur,minor,,
Gorang,-8.4290,123.1311,Indonesia,ID,Nusa Tenggara Timur,minor,,
Waiwerang,-8.3833,123.1500,Indonesia,ID,Nusa Tenggara Timur,minor,,
Konga,-8.4510,122.7756,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamablawa,-8.2975,123.2597,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lidang A,-8.3803,123.2581,Indonesia,ID,Nusa Tenggara Timur,minor,,
Waiklibang,-8.1745,122.8955,Indonesia,ID,Nusa Tenggara Timur,minor,,
Riangderi,-8.3628,123.3026,Indonesia,ID,Nusa Tenggara Timur,minor,,
Pohonsirih,-8.3438,122.9823,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewotola,-8.2916,122.9193,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lewolere,-8.3480,122.9598,Indonesia,ID,Nusa Tenggara Timur,minor,,
Pamakayo,-8.4368,122.9830,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lamalouk,-8.3400,123.2139,Indonesia,ID,Nusa Tenggara Timur,minor,,
Werangere,-8.3011,123.2613,Indonesia,ID,Nusa Tenggara Timur,minor,,
Klubagolit,-8.2980,123.2284,Indonesia,ID,Nusa Tenggara Timur,minor,,
Hewa,-8.5935,122.7057,Indonesia,ID,Nusa Tenggara Timur,minor,,
Angan,5.6057,95.3914,Indonesia,ID,Aceh,minor,,
Seulimeum,5.3618,95.5765,Indonesia,ID,Aceh,minor,,
Lampuyang,5.6701,95.1345,Indonesia,ID,Aceh,minor,,
Indrapuri,5.4770,95.4174,Indonesia,ID,Aceh,minor,,
Lhoong,5.2667,95.2500,Indonesia,ID,Aceh,minor,,
Montasik,5.5027,95.4231,Indonesia,ID,Aceh,minor,,
Peukanbada,5.5361,95.2284,Indonesia,ID,Aceh,minor,,
Lhoknga,5.4769,95.2454,Indonesia,ID,Aceh,minor,,
Kruengraya,5.5895,95.5145,Indonesia,ID,Aceh,minor,,
Luthu,5.3135,95.4029,Indonesia,ID,Aceh,minor,,
Tahuna,3.6096,125.4905,Indonesia,ID,Sulawesi Utara,minor,,
Manganitu,3.5762,125.5185,Indonesia,ID,Sulawesi Utara,minor,,
Kuma,3.5747,125.5775,Indonesia,ID,Sulawesi Utara,minor,,
Manalu,3.5122,125.6230,Indonesia,ID,Sulawesi Utara,minor,,
Tamako,3.4459,125.5270,Indonesia,ID,Sulawesi Utara,minor,,
Enemawira,3.6565,125.5612,Indonesia,ID,Sulawesi Utara,minor,,
Ulim,5.2218,96.3010,Indonesia,ID,Aceh,minor,,
Ulee Gle,5.2031,96.3269,Indonesia,ID,Aceh,minor,,
Pante Raja,5.2452,96.1462,Indonesia,ID,Aceh,minor,,
Babahjurong,5.2358,96.2527,Indonesia,ID,Aceh,minor,,
Trienggadeng,5.2402,96.2018,Indonesia,ID,Aceh,minor,,
Meureudu,5.2475,96.2370,Indonesia,ID,Aceh,minor,,
Lueng Putu,5.2571,96.0565,Indonesia,ID,Aceh,minor,,
Rantau Prapat,2.3321,100.0521,Indonesia,ID,Sumatera Utara,minor,,
Padangbatung,-2.8380,115.2912,Indonesia,ID,Kalimantan Selatan,minor,,
Kandangan,-2.7837,115.2772,Indonesia,ID,Kalimantan Selatan,minor,,
Telagalangsat,-2.7908,115.5643,Indonesia,ID,Kalimantan Selatan,minor,,
Pasingkan,-2.6860,115.2105,Indonesia,ID,Kalimantan Selatan,minor,,
Sungairaya,-2.8566,115.2474,Indonesia,ID,Kalimantan Selatan,minor,,
Simpur,-2.8281,115.2666,Indonesia,ID,Kalimantan Selatan,minor,,
Angkimang,-2.7344,115.3101,Indonesia,ID,Kalimantan Selatan,minor,,
Sungai Pinyuh,0.2832,109.0786,Indonesia,ID,Kalimantan Barat,minor,,
Toho,0.4179,109.2200,Indonesia,ID,Kalimantan Barat,minor,,
Mempawah,0.3710,108.9701,Indonesia,ID,Kalimantan Barat,minor,,
Bantul,-3.0432,114.7614,Indonesia,ID,Kalimantan Selatan,minor,,
Sungaigampa,-3.0849,114.6996,Indonesia,ID,Kalimantan Selatan,minor,,
Sungaipuntik,-3.1690,114.6830,Indonesia,ID,Kalimantan Selatan,minor,,
Tabunganen,-3.4103,114.4829,Indonesia,ID,Kalimantan Selatan,minor,,
Belawang,-3.0715,114.6604,Indonesia,ID,Kalimantan Selatan,minor,,
Marabahan,-3.0136,114.7687,Indonesia,ID,Kalimantan Selatan,minor,,
Anjirmuara,-3.1973,114.5667,Indonesia,ID,Kalimantan Selatan,minor,,
Guguk,-0.1389,100.5526,Indonesia,ID,Sumatera Barat,minor,,
Tanjungpati,-0.1605,100.6800,Indonesia,ID,Sumatera Barat,minor,,
Sarilamak,-0.1503,100.6640,Indonesia,ID,Sumatera Barat,minor,,
Teluk Dalam,0.5729,97.8034,Indonesia,ID,Sumatera Utara,minor,,
Laworo,-4.7833,122.5247,Indonesia,ID,Sulawesi Tenggara,minor,,
Raha,-4.8380,122.7209,Indonesia,ID,Sulawesi Tenggara,minor,,
Lasehao,-5.0068,122.4943,Indonesia,ID,Sulawesi Tenggara,minor,,
Loboniki,-8.5131,121.9270,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nangapanda,-8.7928,121.4691,Indonesia,ID,Nusa Tenggara Timur,minor,,
Rerawere,-8.5793,121.5723,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lokoboko,-8.8195,121.6804,Indonesia,ID,Nusa Tenggara Timur,minor,,
Paupanda Bawah,-8.8559,121.6432,Indonesia,ID,Nusa Tenggara Timur,minor,,
Boujawa,-8.7336,121.6329,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wolomage,-8.7031,121.7359,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nuajena,-8.7298,121.7468,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nuamuri,-8.5871,121.8612,Indonesia,ID,Nusa Tenggara Timur,minor,,
Puubheto,-8.7918,121.5904,Indonesia,ID,Nusa Tenggara Timur,minor,,
Boafeo,-8.6903,121.6260,Indonesia,ID,Nusa Tenggara Timur,minor,,
Aipetu,-8.7953,121.9765,Indonesia,ID,Nusa Tenggara Timur,minor,,
Puutura,-8.8644,121.5214,Indonesia,ID,Nusa Tenggara Timur,minor,,
Roa,-8.7568,121.7183,Indonesia,ID,Nusa Tenggara Timur,minor,,
Detukeli,-8.6318,121.8195,Indonesia,ID,Nusa Tenggara Timur,minor,,
Londe,-8.6062,121.7286,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wolowaru,-8.7835,121.8860,Indonesia,ID,Nusa Tenggara Timur,minor,,
Welamosa,-8.6058,121.7176,Indonesia,ID,Nusa Tenggara Timur,minor,,
Koanara,-8.7485,121.8521,Indonesia,ID,Nusa Tenggara Timur,minor,,
Lokolande,-8.5261,121.9715,Indonesia,ID,Nusa Tenggara Timur,minor,,
Onekore,-8.8366,121.6518,Indonesia,ID,Nusa Tenggara Timur,minor,,
Mbongawani,-8.8467,121.6447,Indonesia,ID,Nusa Tenggara Timur,minor,,
Arwea,-8.7378,121.4867,Indonesia,ID,Nusa Tenggara Timur,minor,,
Aelande,-8.5956,121.7252,Indonesia,ID,Nusa Tenggara Timur,minor,,
Aeteke,-8.8000,121.9778,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kanganara,-8.6237,121.8411,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kotabaru,-8.5104,121.9911,Indonesia,ID,Nusa Tenggara Timur,minor,,
Oja,-8.6920,121.4325,Indonesia,ID,Nusa Tenggara Timur,minor,,
Puuperi,-8.7945,121.6482,Indonesia,ID,Nusa Tenggara Timur,minor,,
Numba,-8.8067,121.5265,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nuasepu,-8.7955,121.6347,Indonesia,ID,Nusa Tenggara Timur,minor,,
Aemura,-8.8087,121.6685,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wonda,-8.7910,121.9370,Indonesia,ID,Nusa Tenggara Timur,minor,,
Maunggora,-8.8043,121.5146,Indonesia,ID,Nusa Tenggara Timur,minor,,
Mautapaga Bawah,-8.8450,121.6718,Indonesia,ID,Nusa Tenggara Timur,minor,,
Sokonaja,-8.5916,121.9521,Indonesia,ID,Nusa Tenggara Timur,minor,,
Ratenggoji,-8.6851,121.9164,Indonesia,ID,Nusa Tenggara Timur,minor,,
Detuwane,-8.5137,121.7930,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wolosoko,-8.8531,121.7107,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wololele A,-8.7567,121.9151,Indonesia,ID,Nusa Tenggara Timur,minor,,
Liabeke,-8.7764,121.9269,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wolonio,-8.8265,121.6428,Indonesia,ID,Nusa Tenggara Timur,minor,,
Maurole,-8.5110,121.8023,Indonesia,ID,Nusa Tenggara Timur,minor,,
Mbani,-8.6852,121.6551,Indonesia,ID,Nusa Tenggara Timur,minor,,
Jalasenga,-8.5302,121.8051,Indonesia,ID,Nusa Tenggara Timur,minor,,
Jitapanda,-8.7765,121.9569,Indonesia,ID,Nusa Tenggara Timur,minor,,
Tetandara,-8.8526,121.6580,Indonesia,ID,Nusa Tenggara Timur,minor,,
Rukunlima Bawah,-8.8512,121.6439,Indonesia,ID,Nusa Tenggara Timur,minor,,
Ngalupolo,-8.8716,121.7352,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wololele B,-8.7624,121.8929,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wolomuku,-8.6042,121.7404,Indonesia,ID,Nusa Tenggara Timur,minor,,
Maukaro,-8.6148,121.5250,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nggesa,-8.6028,121.8186,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wolofeo,-8.7250,121.6808,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nangaroro,-8.7872,121.3923,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nduaria,-8.7121,121.8283,Indonesia,ID,Nusa Tenggara Timur,minor,,
Aemalu,-8.7657,121.9442,Indonesia,ID,Nusa Tenggara Timur,minor,,
Maubasa,-8.8263,121.9328,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nuakota,-8.8294,121.6974,Indonesia,ID,Nusa Tenggara Timur,minor,,
Ndona,-8.8338,121.6862,Indonesia,ID,Nusa Tenggara Timur,minor,,
Detumbawa,-8.7860,121.6722,Indonesia,ID,Nusa Tenggara Timur,minor,,
Aefeo,-8.7633,121.6739,Indonesia,ID,Nusa Tenggara Timur,minor,,
Potulando,-8.8469,121.6521,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kuekobo,-8.7158,121.3926,Indonesia,ID,Nusa Tenggara Timur,minor,,
Tendaleo,-8.6477,121.7005,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wolowona,-8.8322,121.6765,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nangakeo,-8.7946,121.5676,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kamubheka,-8.6632,121.4888,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kombandaru,-8.7869,121.6033,Indonesia,ID,Nusa Tenggara Timur,minor,,
Onewitu,-8.8397,121.6449,Indonesia,ID,Nusa Tenggara Timur,minor,,
Puutuga,-8.8026,121.7230,Indonesia,ID,Nusa Tenggara Timur,minor,,
Wolomoni,-8.7433,121.7445,Indonesia,ID,Nusa Tenggara Timur,minor,,
Baolokan,-8.7755,121.8887,Indonesia,ID,Nusa Tenggara Timur,minor,,
Detusoko,-8.7166,121.7609,Indonesia,ID,Nusa Tenggara Timur,minor,,
Kengga,-8.7596,121.7138,Indonesia,ID,Nusa Tenggara Timur,minor,,
Niopanda,-8.5513,121.9042,Indonesia,ID,Nusa Tenggara Timur,minor,,
Mbomba,-8.8283,121.6201,Indonesia,ID,Nusa Tenggara Timur,minor,,
Saga,-8.7694,121.7349,Indonesia,ID,Nusa Tenggara Timur,minor,,
Mukusaki,-8.5653,121.6167,Indonesia,ID,Nusa Tenggara Timur,minor,,
Puukau,-8.7249,121.4293,Indonesia,ID,Nusa Tenggara Timur,minor,,
Baraiwena,-8.8204,121.6041,Indonesia,ID,Nusa Tenggara Timur,minor,,
Rainis,4.2328,126.8613,Indonesia,ID,Sulawesi Utara,minor,,
Beo,4.2287,126.7987,Indonesia,ID,Sulawesi Utara,minor,,
Melonguane,3.9989,126.6785,Indonesia,ID,Sulawesi Utara,minor,,
Mangarang,3.8128,126.7514,Indonesia,ID,Sulawesi Utara,minor,,
Lirung,3.9448,126.6726,Indonesia,ID,Sulawesi Utara,minor,,
Essang,4.4550,126.7386,Indonesia,ID,Sulawesi Utara,minor,,
Sigli,5.3848,95.9609,Indonesia,ID,Aceh,minor,,
Keumala,5.2493,95.9238,Indonesia,ID,Aceh,minor,,
Geuleumpangminyeuk,5.2500,96.0290,Indonesia,ID,Aceh,minor,,
Pidie,5.3633,95.9400,Indonesia,ID,Aceh,minor,,
Mane,4.9379,96.0063,Indonesia,ID,Aceh,minor,,
Laweueng,5.5151,95.8465,Indonesia,ID,Aceh,minor,,
Asan Kumbang,5.3042,96.0274,Indonesia,ID,Aceh,minor,,
Padangtiji,5.3742,95.8445,Indonesia,ID,Aceh,minor,,
Geumpang,4.8288,96.1607,Indonesia,ID,Aceh,minor,,
Caloue,5.3149,95.9706,Indonesia,ID,Aceh,minor,,
Lampoih,5.3178,95.9863,Indonesia,ID,Aceh,minor,,
Tiro,5.1920,95.9367,Indonesia,ID,Aceh,minor,,
Tangse,5.0136,95.9153,Indonesia,ID,Aceh,minor,,
Manna,-4.4651,102.9039,Indonesia,ID,Bengkulu,minor,,
Masat,-4.3806,102.9544,Indonesia,ID,Bengkulu,minor,,
Keli,-8.3899,118.7992,Indonesia,ID,Nusa Tenggara Barat,minor,,
Weleng,-8.4050,120.5233,Indonesia,ID,Nusa Tenggara Timur,minor,,
Polo,-10.0647,124.2293,Indonesia,ID,Nusa Tenggara Timur,minor,,
Oebubun,-9.8586,124.6012,Indonesia,ID,Nusa Tenggara Timur,minor,,
Tutnae,-10.0959,124.4007,Indonesia,ID,Nusa Tenggara Timur,minor,,
Olin,-9.9613,124.5989,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nenotes,-9.8072,124.6766,Indonesia,ID,Nusa Tenggara Timur,minor,,
Nikiniki,-9.8136,124.4765,Indonesia,ID,Nusa Tenggara Timur,minor,,
Tnaomat,-9.6969,124.7034,Indonesia,ID,Nusa Tenggara Timur,minor,,
